row,col,x_m,y_m,lat,lon,elev_m,slope_deg,roughness_m,local_relief_m,landform_code,landform_name,move_cost_infantry,move_cost_vehicle,water,rail,road,antitank_ditch
2,18,1750.000,150.000,50.991349,36.645045,225.035,4.675,3.668,21.637,4,forest,1.500,4.000,false,false,false,false
2,19,1850.000,150.000,50.991349,36.646476,225.541,4.434,3.318,17.408,4,forest,1.500,4.000,false,false,false,false
2,20,1950.000,150.000,50.991349,36.647907,225.861,2.470,2.402,18.489,4,forest,1.500,4.000,false,false,false,false
2,21,2050.000,150.000,50.991349,36.649338,226.858,6.736,4.332,17.414,4,forest,1.565,4.347,false,false,false,false
2,22,2150.000,150.000,50.991349,36.650769,233.972,4.493,3.370,16.268,4,forest,1.500,4.000,false,false,false,false
2,23,2250.000,150.000,50.991349,36.652200,236.572,1.332,1.324,9.336,4,forest,1.500,4.000,false,false,false,false
2,24,2350.000,150.000,50.991349,36.653631,235.275,1.801,1.467,10.219,4,forest,1.500,4.000,false,false,false,false
2,25,2450.000,150.000,50.991349,36.655062,235.251,2.386,2.046,12.260,4,forest,1.500,4.000,false,false,false,false
2,26,2550.000,150.000,50.991349,36.656493,231.711,4.155,2.755,12.854,4,forest,1.500,4.000,false,false,false,false
2,27,2650.000,150.000,50.991349,36.657925,226.015,3.006,2.210,13.331,4,forest,1.500,4.000,false,false,false,false
2,28,2750.000,150.000,50.991349,36.659356,222.031,3.272,2.223,12.025,4,forest,1.500,4.000,false,false,false,false
2,29,2850.000,150.000,50.991349,36.660787,217.547,3.126,2.208,16.082,4,forest,1.500,4.000,false,false,false,false
2,30,2950.000,150.000,50.991349,36.662218,212.044,5.793,4.401,30.718,4,forest,1.530,4.159,false,false,false,false
2,31,3050.000,150.000,50.991349,36.663649,196.180,8.325,6.249,31.045,4,forest,1.625,4.665,false,false,false,false
2,32,3150.000,150.000,50.991349,36.665080,196.628,9.107,6.716,36.451,4,forest,1.654,4.821,false,false,false,false
2,33,3250.000,150.000,50.991349,36.666511,215.817,11.394,8.087,41.995,4,forest,1.740,5.279,false,false,false,false
2,34,3350.000,150.000,50.991349,36.667942,228.833,6.015,4.573,30.108,4,forest,1.538,4.203,false,false,false,false
2,35,3450.000,150.000,50.991349,36.669374,231.052,4.006,2.799,13.968,4,forest,1.500,4.000,false,false,false,false
2,36,3550.000,150.000,50.991349,36.670805,230.358,2.556,1.991,11.042,4,forest,1.500,4.000,false,false,false,false
2,37,3650.000,150.000,50.991349,36.672236,228.228,2.660,1.940,9.335,4,forest,1.500,4.000,false,false,false,false
2,38,3750.000,150.000,50.991349,36.673667,224.681,1.717,1.216,6.829,4,forest,1.500,4.000,false,false,false,false
2,39,3850.000,150.000,50.991349,36.675098,225.266,1.734,1.228,6.072,0,plain,1.000,1.000,false,false,false,false
2,40,3950.000,150.000,50.991349,36.676529,225.483,1.619,1.318,5.244,0,plain,1.000,1.000,false,false,false,false
2,41,4050.000,150.000,50.991349,36.677960,225.515,1.754,1.221,4.882,0,plain,1.000,1.000,false,false,false,false
2,42,4150.000,150.000,50.991349,36.679391,226.715,0.715,0.690,5.367,0,plain,1.000,1.000,false,false,false,false
2,43,4250.000,150.000,50.991349,36.680822,225.863,1.610,1.032,6.177,0,plain,1.000,1.000,false,false,false,false
2,44,4350.000,150.000,50.991349,36.682254,223.681,1.343,1.079,7.769,0,plain,1.000,1.000,false,false,false,false
2,45,4450.000,150.000,50.991349,36.683685,223.805,2.116,1.624,10.745,0,plain,1.000,1.000,false,false,false,false
2,46,4550.000,150.000,50.991349,36.685116,218.731,3.630,2.353,14.904,0,plain,1.000,1.000,false,false,false,false
2,47,4650.000,150.000,50.991349,36.686547,214.145,2.835,2.147,18.187,0,plain,1.000,1.000,false,false,false,false
2,48,4750.000,150.000,50.991349,36.687978,209.135,4.719,3.148,22.307,0,plain,1.000,1.000,false,false,false,false
2,49,4850.000,150.000,50.991349,36.689409,201.769,3.629,2.866,26.207,0,plain,1.000,1.000,false,false,false,false
2,50,4950.000,150.000,50.991349,36.690840,199.580,4.270,3.009,27.094,0,plain,1.000,1.000,false,false,false,false
2,51,5050.000,150.000,50.991349,36.692271,193.153,4.120,2.919,28.125,0,plain,1.000,1.000,false,false,false,false
2,52,5150.000,150.000,50.991349,36.693703,188.486,3.356,2.471,29.868,0,plain,1.000,1.000,false,false,false,false
2,53,5250.000,150.000,50.991349,36.695134,183.668,3.469,2.550,31.937,4,forest,1.500,4.000,false,false,false,false
2,54,5350.000,150.000,50.991349,36.696565,179.253,3.101,2.328,33.678,4,forest,1.500,4.000,false,false,false,false
2,55,5450.000,150.000,50.991349,36.697996,175.244,4.390,3.506,37.111,0,plain,1.000,1.000,false,false,false,false
2,56,5550.000,150.000,50.991349,36.699427,189.796,8.137,6.205,40.979,4,forest,1.618,4.627,false,false,false,false
2,57,5650.000,150.000,50.991349,36.700858,195.704,3.370,2.507,30.663,0,plain,1.000,1.000,false,false,false,false
2,58,5750.000,150.000,50.991349,36.702289,198.511,3.268,2.428,25.719,0,plain,1.000,1.000,false,false,false,false
2,59,5850.000,150.000,50.991349,36.703720,199.860,3.680,2.751,26.029,0,plain,1.000,1.000,false,false,false,false
2,60,5950.000,150.000,50.991349,36.705151,199.518,4.144,2.847,25.047,0,plain,1.000,1.000,false,false,false,false
2,61,6050.000,150.000,50.991349,36.706583,200.090,3.013,2.476,28.298,0,plain,1.000,1.000,false,false,false,false
2,62,6150.000,150.000,50.991349,36.708014,204.194,7.395,5.547,34.681,4,forest,1.590,4.479,false,false,false,false
2,63,6250.000,150.000,50.991349,36.709445,197.624,11.924,7.922,35.282,4,forest,1.760,5.385,false,false,false,false
2,64,6350.000,150.000,50.991349,36.710876,192.196,7.484,6.248,34.926,0,plain,1.062,1.124,false,false,false,false
2,65,6450.000,150.000,50.991349,36.712307,203.384,10.998,7.240,33.292,4,forest,1.725,5.200,false,false,false,false
2,66,6550.000,150.000,50.991349,36.713738,214.898,8.606,6.387,29.535,4,forest,1.635,4.721,false,false,false,false
2,67,6650.000,150.000,50.991349,36.715169,219.147,6.965,5.455,28.560,4,forest,1.574,4.393,false,false,false,false
2,68,6750.000,150.000,50.991349,36.716600,223.294,1.110,1.648,20.666,4,forest,1.500,4.000,false,false,false,false
2,69,6850.000,150.000,50.991349,36.718032,223.328,1.657,1.142,7.152,0,plain,1.000,1.000,false,false,false,false
2,70,6950.000,150.000,50.991349,36.719463,226.947,2.592,1.917,10.170,0,plain,1.000,1.000,false,false,false,false
2,71,7050.000,150.000,50.991349,36.720894,230.263,1.883,1.606,7.697,0,plain,1.000,1.000,false,false,false,false
2,72,7150.000,150.000,50.991349,36.722325,230.337,2.096,1.435,6.362,0,plain,1.000,1.000,false,false,false,false
2,73,7250.000,150.000,50.991349,36.723756,232.166,0.801,0.760,7.557,0,plain,1.000,1.000,false,false,false,false
2,74,7350.000,150.000,50.991349,36.725187,234.302,2.072,1.374,8.341,0,plain,1.000,1.000,false,false,false,false
2,75,7450.000,150.000,50.991349,36.726618,235.202,1.772,1.284,7.683,0,plain,1.000,1.000,false,false,false,false
2,76,7550.000,150.000,50.991349,36.728049,232.959,1.593,1.181,7.932,0,plain,1.000,1.000,false,false,false,false
2,77,7650.000,150.000,50.991349,36.729480,235.341,2.148,1.510,9.501,0,plain,1.000,1.000,false,false,false,false
2,78,7750.000,150.000,50.991349,36.730912,237.547,1.936,1.253,9.241,0,plain,1.000,1.000,false,false,false,false
2,79,7850.000,150.000,50.991349,36.732343,237.317,1.268,1.111,9.998,0,plain,1.000,1.000,false,false,false,false
2,80,7950.000,150.000,50.991349,36.733774,238.571,1.068,0.844,8.775,0,plain,1.000,1.000,false,false,false,false
2,81,8050.000,150.000,50.991349,36.735205,240.118,1.094,0.748,9.346,0,plain,1.000,1.000,false,false,false,false
2,82,8150.000,150.000,50.991349,36.736636,240.987,0.778,0.638,9.404,0,plain,1.000,1.000,false,false,false,false
2,83,8250.000,150.000,50.991349,36.738067,242.221,1.442,0.870,10.320,0,plain,1.000,1.000,false,false,false,false
2,84,8350.000,150.000,50.991349,36.739498,243.698,1.649,1.252,13.192,0,plain,1.000,1.000,false,false,false,false
2,85,8450.000,150.000,50.991349,36.740929,246.905,1.494,1.104,12.890,0,plain,1.000,1.000,false,false,false,false
2,86,8550.000,150.000,50.991349,36.742361,246.998,0.668,0.940,13.073,0,plain,1.000,1.000,false,false,false,false
2,87,8650.000,150.000,50.991349,36.743792,247.220,1.764,1.140,12.597,0,plain,1.000,1.000,false,false,false,false
2,88,8750.000,150.000,50.991349,36.745223,245.527,1.175,0.847,12.571,0,plain,1.000,1.000,false,false,false,false
2,89,8850.000,150.000,50.991349,36.746654,245.775,1.068,0.903,12.343,0,plain,1.000,1.000,false,false,false,false
2,90,8950.000,150.000,50.991349,36.748085,243.178,1.942,1.282,12.767,0,plain,1.000,1.000,false,false,false,false
